document_id,texte,classe,classe_id,gabarit_id,partition
DOC-3-0-0,Je souhaite corriger une erreur concernant ma demande fictive.,rectification,3,3-0,train
DOC-3-0-1,Je souhaite corriger une erreur concernant la référence simulée.,rectification,3,3-0,train
DOC-3-0-2,Je souhaite corriger une erreur concernant mon dossier d’exercice.,rectification,3,3-0,train
DOC-3-0-3,Je souhaite corriger une erreur concernant le document de démonstration.,rectification,3,3-0,train
DOC-3-0-4,Je souhaite corriger une erreur concernant la formalité pédagogique.,rectification,3,3-0,train
DOC-3-0-5,Je souhaite corriger une erreur concernant mon espace fictif.,rectification,3,3-0,train
DOC-3-0-6,Je souhaite corriger une erreur concernant la simulation numéro 12.,rectification,3,3-0,train
DOC-3-0-7,Je souhaite corriger une erreur concernant la demande de test.,rectification,3,3-0,train
DOC-3-1-0,Merci de rectifier la donnée inexacte liée à ma demande fictive.,rectification,3,3-1,train
DOC-3-1-1,Merci de rectifier la donnée inexacte liée à la référence simulée.,rectification,3,3-1,train
DOC-3-1-2,Merci de rectifier la donnée inexacte liée à mon dossier d’exercice.,rectification,3,3-1,train
DOC-3-1-3,Merci de rectifier la donnée inexacte liée à le document de démonstration.,rectification,3,3-1,train
DOC-3-1-4,Merci de rectifier la donnée inexacte liée à la formalité pédagogique.,rectification,3,3-1,train
DOC-3-1-5,Merci de rectifier la donnée inexacte liée à mon espace fictif.,rectification,3,3-1,train
DOC-3-1-6,Merci de rectifier la donnée inexacte liée à la simulation numéro 12.,rectification,3,3-1,train
DOC-3-1-7,Merci de rectifier la donnée inexacte liée à la demande de test.,rectification,3,3-1,train
DOC-3-2-0,Une information erronée apparaît dans ma demande fictive.,rectification,3,3-2,train
DOC-3-2-1,Une information erronée apparaît dans la référence simulée.,rectification,3,3-2,train
DOC-3-2-2,Une information erronée apparaît dans mon dossier d’exercice.,rectification,3,3-2,train
DOC-3-2-3,Une information erronée apparaît dans le document de démonstration.,rectification,3,3-2,train
DOC-3-2-4,Une information erronée apparaît dans la formalité pédagogique.,rectification,3,3-2,train
DOC-3-2-5,Une information erronée apparaît dans mon espace fictif.,rectification,3,3-2,train
DOC-3-2-6,Une information erronée apparaît dans la simulation numéro 12.,rectification,3,3-2,train
DOC-3-2-7,Une information erronée apparaît dans la demande de test.,rectification,3,3-2,train
DOC-3-3-0,Je signale une faute de saisie pour ma demande fictive.,rectification,3,3-3,train
DOC-3-3-1,Je signale une faute de saisie pour la référence simulée.,rectification,3,3-3,train
DOC-3-3-2,Je signale une faute de saisie pour mon dossier d’exercice.,rectification,3,3-3,train
DOC-3-3-3,Je signale une faute de saisie pour le document de démonstration.,rectification,3,3-3,train
DOC-3-3-4,Je signale une faute de saisie pour la formalité pédagogique.,rectification,3,3-3,train
DOC-3-3-5,Je signale une faute de saisie pour mon espace fictif.,rectification,3,3-3,train
DOC-3-3-6,Je signale une faute de saisie pour la simulation numéro 12.,rectification,3,3-3,train
DOC-3-3-7,Je signale une faute de saisie pour la demande de test.,rectification,3,3-3,train
DOC-3-4-0,Pouvez-vous modifier la valeur incorrecte de ma demande fictive ?,rectification,3,3-4,train
DOC-3-4-1,Pouvez-vous modifier la valeur incorrecte de la référence simulée ?,rectification,3,3-4,train
DOC-3-4-2,Pouvez-vous modifier la valeur incorrecte de mon dossier d’exercice ?,rectification,3,3-4,train
DOC-3-4-3,Pouvez-vous modifier la valeur incorrecte de le document de démonstration ?,rectification,3,3-4,train
DOC-3-4-4,Pouvez-vous modifier la valeur incorrecte de la formalité pédagogique ?,rectification,3,3-4,train
DOC-3-4-5,Pouvez-vous modifier la valeur incorrecte de mon espace fictif ?,rectification,3,3-4,train
DOC-3-4-6,Pouvez-vous modifier la valeur incorrecte de la simulation numéro 12 ?,rectification,3,3-4,train
DOC-3-4-7,Pouvez-vous modifier la valeur incorrecte de la demande de test ?,rectification,3,3-4,train
DOC-3-5-0,Je demande la correction du dossier relatif à ma demande fictive.,rectification,3,3-5,train
DOC-3-5-1,Je demande la correction du dossier relatif à la référence simulée.,rectification,3,3-5,train
DOC-3-5-2,Je demande la correction du dossier relatif à mon dossier d’exercice.,rectification,3,3-5,train
DOC-3-5-3,Je demande la correction du dossier relatif à le document de démonstration.,rectification,3,3-5,train
DOC-3-5-4,Je demande la correction du dossier relatif à la formalité pédagogique.,rectification,3,3-5,train
DOC-3-5-5,Je demande la correction du dossier relatif à mon espace fictif.,rectification,3,3-5,train
DOC-3-5-6,Je demande la correction du dossier relatif à la simulation numéro 12.,rectification,3,3-5,train
DOC-3-5-7,Je demande la correction du dossier relatif à la demande de test.,rectification,3,3-5,train
DOC-3-6-0,La référence de ma demande fictive comporte une erreur.,rectification,3,3-6,train
DOC-3-6-1,La référence de la référence simulée comporte une erreur.,rectification,3,3-6,train
DOC-3-6-2,La référence de mon dossier d’exercice comporte une erreur.,rectification,3,3-6,train
DOC-3-6-3,La référence de le document de démonstration comporte une erreur.,rectification,3,3-6,train
DOC-3-6-4,La référence de la formalité pédagogique comporte une erreur.,rectification,3,3-6,train
DOC-3-6-5,La référence de mon espace fictif comporte une erreur.,rectification,3,3-6,train
DOC-3-6-6,La référence de la simulation numéro 12 comporte une erreur.,rectification,3,3-6,train
DOC-3-6-7,La référence de la demande de test comporte une erreur.,rectification,3,3-6,train
DOC-3-7-0,Merci de remplacer les coordonnées inexactes de ma demande fictive.,rectification,3,3-7,train
DOC-3-7-1,Merci de remplacer les coordonnées inexactes de la référence simulée.,rectification,3,3-7,train
DOC-3-7-2,Merci de remplacer les coordonnées inexactes de mon dossier d’exercice.,rectification,3,3-7,train
DOC-3-7-3,Merci de remplacer les coordonnées inexactes de le document de démonstration.,rectification,3,3-7,train
DOC-3-7-4,Merci de remplacer les coordonnées inexactes de la formalité pédagogique.,rectification,3,3-7,train
DOC-3-7-5,Merci de remplacer les coordonnées inexactes de mon espace fictif.,rectification,3,3-7,train
DOC-3-7-6,Merci de remplacer les coordonnées inexactes de la simulation numéro 12.,rectification,3,3-7,train
DOC-3-7-7,Merci de remplacer les coordonnées inexactes de la demande de test.,rectification,3,3-7,train
DOC-3-8-0,Le montant indiqué sur ma demande fictive doit être rectifié.,rectification,3,3-8,validation
DOC-3-8-1,Le montant indiqué sur la référence simulée doit être rectifié.,rectification,3,3-8,validation
DOC-3-8-2,Le montant indiqué sur mon dossier d’exercice doit être rectifié.,rectification,3,3-8,validation
DOC-3-8-3,Le montant indiqué sur le document de démonstration doit être rectifié.,rectification,3,3-8,validation
DOC-3-8-4,Le montant indiqué sur la formalité pédagogique doit être rectifié.,rectification,3,3-8,validation
DOC-3-8-5,Le montant indiqué sur mon espace fictif doit être rectifié.,rectification,3,3-8,validation
DOC-3-8-6,Le montant indiqué sur la simulation numéro 12 doit être rectifié.,rectification,3,3-8,validation
DOC-3-8-7,Le montant indiqué sur la demande de test doit être rectifié.,rectification,3,3-8,validation
DOC-3-9-0,Je conteste une donnée mal enregistrée au sujet de ma demande fictive.,rectification,3,3-9,validation
DOC-3-9-1,Je conteste une donnée mal enregistrée au sujet de la référence simulée.,rectification,3,3-9,validation
DOC-3-9-2,Je conteste une donnée mal enregistrée au sujet de mon dossier d’exercice.,rectification,3,3-9,validation
DOC-3-9-3,Je conteste une donnée mal enregistrée au sujet de le document de démonstration.,rectification,3,3-9,validation
DOC-3-9-4,Je conteste une donnée mal enregistrée au sujet de la formalité pédagogique.,rectification,3,3-9,validation
DOC-3-9-5,Je conteste une donnée mal enregistrée au sujet de mon espace fictif.,rectification,3,3-9,validation
DOC-3-9-6,Je conteste une donnée mal enregistrée au sujet de la simulation numéro 12.,rectification,3,3-9,validation
DOC-3-9-7,Je conteste une donnée mal enregistrée au sujet de la demande de test.,rectification,3,3-9,validation
DOC-3-10-0,Pouvez-vous réviser l’élément erroné concernant ma demande fictive ?,rectification,3,3-10,test
DOC-3-10-1,Pouvez-vous réviser l’élément erroné concernant la référence simulée ?,rectification,3,3-10,test
DOC-3-10-2,Pouvez-vous réviser l’élément erroné concernant mon dossier d’exercice ?,rectification,3,3-10,test
DOC-3-10-3,Pouvez-vous réviser l’élément erroné concernant le document de démonstration ?,rectification,3,3-10,test
DOC-3-10-4,Pouvez-vous réviser l’élément erroné concernant la formalité pédagogique ?,rectification,3,3-10,test
DOC-3-10-5,Pouvez-vous réviser l’élément erroné concernant mon espace fictif ?,rectification,3,3-10,test
DOC-3-10-6,Pouvez-vous réviser l’élément erroné concernant la simulation numéro 12 ?,rectification,3,3-10,test
DOC-3-10-7,Pouvez-vous réviser l’élément erroné concernant la demande de test ?,rectification,3,3-10,test
DOC-3-11-0,Une mise à jour corrective est nécessaire pour ma demande fictive.,rectification,3,3-11,test
DOC-3-11-1,Une mise à jour corrective est nécessaire pour la référence simulée.,rectification,3,3-11,test
DOC-3-11-2,Une mise à jour corrective est nécessaire pour mon dossier d’exercice.,rectification,3,3-11,test
DOC-3-11-3,Une mise à jour corrective est nécessaire pour le document de démonstration.,rectification,3,3-11,test
DOC-3-11-4,Une mise à jour corrective est nécessaire pour la formalité pédagogique.,rectification,3,3-11,test
DOC-3-11-5,Une mise à jour corrective est nécessaire pour mon espace fictif.,rectification,3,3-11,test
DOC-3-11-6,Une mise à jour corrective est nécessaire pour la simulation numéro 12.,rectification,3,3-11,test
DOC-3-11-7,Une mise à jour corrective est nécessaire pour la demande de test.,rectification,3,3-11,test
